id,age,timestamp,trick_or_treat,n_mints,dress,font
ID0397,31,2015-10-23T12:07:04Z,No,7,White and gold,Franklin Gothic
ID0399,16,2015-10-23T12:08:33Z,No,16,NA,NA
ID0400,50,2015-10-23T12:09:32Z,No,6,White and gold,NA
ID0401,45,2015-10-23T12:10:41Z,No,7,White and gold,NA
ID0402,43,2015-10-23T12:11:10Z,Yes,6,Blue and black,"Wingdings, but edged in comic sans"
ID0403,25,2015-10-23T12:11:26Z,No,"None, you liar!",Blue and black,Times New Roman
ID0404,35,2015-10-23T12:12:33Z,No,5,White and gold,Lyon
ID0405,46,2015-10-23T12:13:35Z,No,0,White and gold,"Depends on the use. I'm a print designer, sorry."
ID0406,50,2015-10-23T12:14:37Z,No,6,White and gold,Calibri
ID0407,43,2015-10-23T12:15:33Z,No,0,White and gold,NA
ID0408,34,2015-10-23T12:15:59Z,No,yes,White and gold,Gothic
ID0409,32,2015-10-23T12:16:12Z,No,12,Blue and black,Veranda
ID0410,44,2015-10-23T12:16:29Z,No,NA,White and gold,Times New Roman
ID0411,36,2015-10-23T12:17:05Z,No,14,Blue and black,Comic Sans - eat it
ID0412,45,2015-10-23T12:17:11Z,Yes,42,White and gold,times new roman
ID0413,31,2015-10-23T12:17:43Z,No,3,White and gold,baptismal font
ID0414,26,2015-10-23T12:17:52Z,No,0,Blue and black,NA
ID0415,38,2015-10-23T12:17:54Z,No,13,Blue and black,comic-sans
ID0416,47,2015-10-23T12:19:23Z,No,2,White and gold,times
ID0417,30,2015-10-23T12:19:39Z,No,NA,NA,NA
ID0418,49,2015-10-23T12:19:49Z,No,0,White and gold,Zapf Chancery
ID0419,36,2015-10-23T12:19:58Z,No,3,Blue and black,Comic Sans
ID0420,29,2015-10-23T12:20:47Z,No,2,Blue and black,NA
ID0421,19,2015-10-23T12:22:58Z,No,0,White and gold,Ariel
ID0422,55,2015-10-23T12:23:17Z,No,5,White and gold,NA
ID0423,27,2015-10-23T12:24:45Z,No,3,Blue and black,Calibri
ID0424,24,2015-10-23T12:26:17Z,No,4,Blue and black,NA
ID0427,42,2015-10-23T12:28:09Z,No,5,Blue and black,Futura
ID0428,42,2015-10-23T12:28:18Z,Yes,3,Blue and black,times new roman
ID0429,40,2015-10-23T12:28:50Z,No,5,White and gold,Futura
ID0432,43,2015-10-23T12:32:22Z,No,6,Blue and black,Zapf Chancery
ID0433,42,2015-10-23T12:32:39Z,No,23,Blue and black,Witzworks
ID0434,19,2015-10-23T12:33:32Z,No,4,White and gold,Ariel black
ID0435,21,2015-10-23T12:35:19Z,No,0,Blue and black,Courier
ID0436,34,2015-10-23T12:36:54Z,No,7,Blue and black,Comic Sans
ID0437,50,2015-10-23T12:37:15Z,No,11,NA,bonefont
ID0438,54,2015-10-23T12:37:22Z,No,3,Blue and black,Sell Your Soul
ID0439,19,2015-10-23T12:37:38Z,No,11,White and gold,Times New Roman
ID0440,36,2015-10-23T12:38:10Z,No,6,White and gold,Calibri
ID0441,32,2015-10-23T12:38:28Z,No,Pi,Blue and black,Times New Roman
ID0442,45,2015-10-23T12:40:56Z,No,7,Blue and black,Lucida Console
ID0443,28,2015-10-23T12:40:58Z,No,7,NA,NA
ID0444,41,2015-10-23T12:41:48Z,No,2,Blue and black,Arial
ID0445,27,2015-10-23T12:43:05Z,No,7,White and gold,futura
ID0446,37,2015-10-23T12:44:34Z,No,3,White and gold,milo
ID0447,34,2015-10-23T12:45:02Z,No,4,Blue and black,Font Magica (Barcelona)
ID0448,35,2015-10-23T12:47:57Z,No,6,White and gold,sans whatevs
ID0449,20,2015-10-23T12:49:14Z,No,0,Blue and black,Times New Roman
ID0450,36,2015-10-23T12:50:10Z,No,15,Blue and black,Tahoma
ID0451,71,2015-10-23T12:50:21Z,No,7,White and gold,Times New Roman
ID0452,48,2015-10-23T12:52:56Z,No,1,White and gold,of youth
ID0453,47,2015-10-23T12:54:10Z,No,3,Blue and black,NA
ID0454,41,2015-10-23T12:54:33Z,Yes,NA,NA,NA
ID0455,58,2015-10-23T12:55:51Z,No,5,NA,NA
ID0456,37,2015-10-23T12:56:51Z,No,i,White and gold,That big one in Westminster Abbey
ID0457,41,2015-10-23T12:57:07Z,No,4,Blue and black,Garamond
ID0458,45,2015-10-23T12:57:39Z,No,27,White and gold,copperplate
ID0459,42,2015-10-23T12:58:42Z,No,12,Blue and black,Helvetica
ID0460,46,2015-10-23T12:59:04Z,No,NA,Blue and black,NA
ID0462,30,2015-10-23T12:59:30Z,No,5,Blue and black,NA
ID0463,39,2015-10-23T13:01:53Z,No,2,Blue and black,Comic Sans
ID0464,42,2015-10-23T13:02:02Z,Yes,5,White and gold,Cooper
ID0465,75,2015-10-23T13:02:26Z,No,8,Blue and black,NA
ID0466,42,2015-10-23T13:02:43Z,No,7,White and gold,lucinda console
ID0467,28,2015-10-23T13:03:03Z,No,7,Blue and black,arial
ID0468,45,2015-10-23T13:03:19Z,No,42,White and gold,calibre
ID0469,32,2015-10-23T13:03:40Z,No,4,White and gold,Glypha
ID0470,34,2015-10-23T13:03:45Z,No,3,Blue and black,I don't have one.
ID0471,32,2015-10-23T13:07:56Z,No,80,White and gold,Liberation Sans
ID0472,27,2015-10-23T13:08:09Z,No,6,White and gold,Times
ID0473,47,2015-10-23T13:09:02Z,No,5,Blue and black,Arial
ID0474,59,2015-10-23T13:10:53Z,No,3,Blue and black,Arial
ID0475,37,2015-10-23T13:12:27Z,No,3,Blue and black,Helvetica
ID0476,33,2015-10-23T13:12:33Z,No,X,Blue and black,Archivers
ID0477,46,2015-10-23T13:16:46Z,No,3,Blue and black,gil sans
ID0478,28,2015-10-23T13:16:58Z,No,5,Blue and black,roboto
ID0479,51,2015-10-23T13:17:29Z,No,3,Blue and black,Times New Roman
ID0480,46,2015-10-23T13:20:59Z,No,14,Blue and black,helvetica
ID0481,23,2015-10-23T13:21:14Z,No,4,Blue and black,Garamond
ID0482,33,2015-10-23T13:21:26Z,No,7,Blue and black,N/A
ID0483,33,2015-10-23T13:21:37Z,No,7,Blue and black,N/A
ID0484,61,2015-10-23T13:23:07Z,No,7,White and gold,Palatino
ID0485,36,2015-10-23T13:23:26Z,No,You don't have any hands?,NA,Futuraaaaaah
ID0486,36,2015-10-23T13:23:38Z,No,4,White and gold,Verdana
ID0487,29,2015-10-23T13:24:17Z,No,4,Blue and black,Helvetica
ID0488,40,2015-10-23T13:25:05Z,No,12,Blue and black,Ariel
ID0489,47,2015-10-23T13:27:09Z,Yes,3,Blue and black,NA
ID0490,35,2015-10-23T13:28:14Z,Yes,5,Blue and black,Rockwell
ID0491,45,2015-10-23T13:28:52Z,No,6,White and gold,Ariel
ID0492,46,2015-10-23T13:28:54Z,No,32,NA,helvetica
ID0494,39,2015-10-23T13:32:20Z,No,5,Blue and black,wingdings
ID0495,37,2015-10-23T13:33:41Z,Yes,3,Blue and black,of youth
ID0496,31,2015-10-23T13:35:43Z,No,9,Blue and black,NA
ID0497,40,2015-10-23T13:36:31Z,No,5,Blue and black,NA
ID0498,42,2015-10-23T13:36:52Z,Yes,42,Blue and black,NA
ID0499,55,2015-10-23T13:37:12Z,No,9,Blue and black,helvetica
ID0500,40,2015-10-23T13:37:50Z,No,7,Blue and black,Pill Gothic
ID0501,57,2015-10-23T13:37:50Z,No,8,Blue and black,NA
ID0502,43,2015-10-23T13:39:04Z,No,5,Blue and black,american typewriter
ID0503,28,2015-10-23T13:39:28Z,No,5,Blue and black,NA
ID0504,50,2015-10-23T13:39:50Z,No,2,NA,FLLW Exhibition
ID0505,51,2015-10-23T13:40:49Z,No,0,White and gold,Open Sans
ID0506,44,2015-10-23T13:41:40Z,No,3 altoides,White and gold,Wingdings
ID0508,50,2015-10-23T13:42:32Z,No,0,White and gold,Rock Salt
ID0509,35,2015-10-23T13:44:11Z,No,9,Blue and black,Times New Roman
ID0510,31,2015-10-23T13:46:08Z,No,12,Blue and black,helvetica
ID0511,50,2015-10-23T13:47:15Z,No,3,Blue and black,NA
ID0512,30,2015-10-23T13:49:44Z,No,5,White and gold,NA
ID0513,32,2015-10-23T13:51:11Z,No,2,Blue and black,Helvetica Neue 55
ID0514,56,2015-10-23T13:52:11Z,No,17,NA,NA
ID0515,34,2015-10-23T13:53:33Z,No,2,Blue and black,Helvetica
ID0517,45,2015-10-23T13:55:44Z,No,7,Blue and black,Comic Sans Bitch
ID0518,30,2015-10-23T13:56:13Z,No,NA,Blue and black,NA
ID0519,31,2015-10-23T13:57:56Z,No,3,White and gold,Bell MT
ID0520,36,2015-10-23T13:58:46Z,No,3,Blue and black,Comic Papyrus
ID0521,18,2015-10-23T13:59:01Z,No,0,Blue and black,Times New Roman
ID0522,45,2015-10-23T14:01:55Z,No,46,White and gold,NA
ID0523,29,2015-10-23T14:02:16Z,No,56,White and gold,Verdana
ID0524,17,2015-10-23T14:02:22Z,Yes,7,White and gold,Times new roman
ID0525,17,2015-10-23T14:09:29Z,Yes,7,White and gold,Comic Sans
ID0526,35,2015-10-23T14:04:30Z,No,3,Blue and black,Garamond
ID0527,17,2015-10-23T14:04:35Z,No,10,Blue and black,times new roman
ID0528,17,2015-10-23T14:05:43Z,No,0,Blue and black,Helvetica Nueue Light
ID0529,45,2015-10-23T14:06:13Z,No,4,White and gold,helvetica
ID0530,52,2015-10-23T14:06:23Z,No,5,NA,Bell MT
ID0531,18,2015-10-23T14:06:34Z,No,42,Blue and black,Windings
ID0532,18,2015-10-23T14:07:11Z,Yes,24,Blue and black,comic sans
ID0533,43,2015-10-23T14:07:37Z,Yes,0,White and gold,air conditioner
ID0534,18,2015-10-23T14:08:04Z,Yes,3.14,White and gold,Monte Corsovia
ID0535,18,2015-10-23T14:08:56Z,Yes,0,White and gold,Comic sans :3
ID0536,37,2015-10-23T14:09:13Z,No,3,Blue and black,Helvetica
ID0537,19,2015-10-23T14:09:30Z,No,NA,White and gold,NA
ID0538,35,2015-10-23T14:09:30Z,No,0,Blue and black,Arial
ID0539,40,2015-10-23T14:09:31Z,No,5,White and gold,Ariel
ID0540,18,2015-10-23T14:09:31Z,No,0,NA,NA
ID0541,21,2015-10-23T14:09:33Z,No,7,White and gold,Liberation Sans
ID0542,18,2015-10-23T14:09:37Z,No,4,Blue and black,San Fransisco
ID0543,18,2015-10-23T14:10:42Z,No,69,White and gold,"Times New Roman, there is no other"
ID0545,47,2015-10-23T14:10:17Z,No,12,White and gold,Menlo
ID0547,18,2015-10-23T14:11:08Z,No,16,White and gold,Bradley hand
ID0548,29,2015-10-23T14:11:28Z,No,fistfull,Blue and black,sylfaen
ID0549,18,2015-10-23T14:11:30Z,No,0,Blue and black,Comic Sans MS
ID0550,19,2015-10-23T14:12:03Z,No,50,Blue and black,Papyrus
ID0551,43,2015-10-23T14:13:09Z,No,5,White and gold,NA
ID0554,47,2015-10-23T14:17:33Z,No,17,Blue and black,Garamond
ID0555,64,2015-10-23T14:19:16Z,No,4,Blue and black,arial
ID0556,26,2015-10-23T14:19:17Z,No,7,White and gold,NA
ID0557,50,2015-10-23T14:19:42Z,No,4,Blue and black,helvetica
ID0558,45,2015-10-23T14:20:02Z,No,7,Blue and black,Futura
ID0559,30,2015-10-23T14:22:00Z,No,4,Blue and black,helvetica
ID0560,30,2015-10-23T14:22:46Z,No,None,White and gold,Wingdings
ID0561,38,2015-10-23T14:23:09Z,No,3,White and gold,Helvetica
ID0562,56,2015-10-23T14:24:32Z,No,7,NA,NA
ID0563,35,2015-10-23T14:24:52Z,No,4,Blue and black,courier
ID0564,63,2015-10-23T14:29:42Z,No,4,Blue and black,this one
ID0565,50,2015-10-23T14:31:13Z,No,4,White and gold,arial
ID0566,47,2015-10-23T14:31:14Z,No,5,Blue and black,Trajan
ID0567,46,2015-10-23T14:32:42Z,No,15,Blue and black,NA
ID0568,24,2015-10-23T14:33:28Z,No,5,Blue and black,helvetica
ID0569,42,2015-10-23T14:34:08Z,No,two,Blue and black,Source Code Pro Norma
ID0570,50,2015-10-23T14:34:22Z,No,6,Blue and black,Courier
ID0571,46,2015-10-23T14:34:36Z,No,3,Blue and black,calibri
ID0572,37,2015-10-23T14:35:06Z,No,5,Blue and black,Helvetica Neue
ID0573,32,2015-10-23T14:36:02Z,No,5,Blue and black,chiller
ID0574,46,2015-10-23T14:38:40Z,No,NA,NA,NA
ID0575,37,2015-10-23T14:39:32Z,No,23,Blue and black,Times new roman
ID0576,30,2015-10-23T14:40:34Z,No,3,White and gold,garamond
ID0577,48,2015-10-23T14:41:27Z,No,7,Blue and black,Helvetica
ID0578,44,2015-10-23T14:41:45Z,No,0,White and gold,HFJ Gotham
ID0579,44,2015-10-23T14:41:53Z,No,3,Blue and black,Comic
ID0580,26,2015-10-23T14:43:36Z,No,7,Blue and black,NA
ID0581,35,2015-10-23T14:44:08Z,No,20,Blue and black,Futura
ID0582,54,2015-10-23T14:46:15Z,No,5,White and gold,Optima
ID0583,26,2015-10-23T14:52:24Z,No,4,White and gold,Calibri
ID0584,44,2015-10-23T14:54:06Z,No,0,White and gold,Century Gothic
ID0585,65,2015-10-23T14:54:46Z,No,6,White and gold,Comic sans. So bite me
ID0586,58,2015-10-23T14:55:54Z,No,12,White and gold,Calibri
ID0587,58,2015-10-23T14:56:01Z,No,None,Blue and black,Gouda old style
ID0588,44,2015-10-23T14:56:50Z,No,4,White and gold,Gotham
ID0589,34,2015-10-23T14:57:04Z,No,2,Blue and black,Arial
ID0590,62,2015-10-23T14:58:26Z,No,5,Blue and black,Helvetia
ID0591,46,2015-10-23T14:59:24Z,No,3,Blue and black,Avenir
ID0592,29,2015-10-23T15:01:57Z,No,17,Blue and black,Times New Roman
ID0593,33,2015-10-23T15:02:48Z,No,2,Blue and black,DejaVu Sans
ID0594,45,2015-10-23T15:03:37Z,No,2,White and gold,Garamond
ID0595,22,2015-10-23T15:06:13Z,Yes,4,Blue and black,times new roman
ID0596,39,2015-10-23T15:07:02Z,Yes,16,Blue and black,Adobe Caslon Pro
ID0597,41,2015-10-23T15:10:11Z,No,14,White and gold,helevitica
ID0598,43,2015-10-23T15:13:49Z,No,18,White and gold,Calibri
ID0599,29,2015-10-23T15:14:33Z,No,4,Blue and black,Helvetica
ID0600,48,2015-10-23T15:18:25Z,No,5,Blue and black,WingDings
ID0601,18,2015-10-23T15:19:03Z,No,16,White and gold,Bradley hand
ID0602,45,2015-10-23T15:20:03Z,No,23,White and gold,Lumps
ID0603,42,2015-10-23T15:20:08Z,No,11,White and gold,Helvetica
ID0604,38,2015-10-23T15:23:45Z,No,0,Blue and black,Copperplate
ID0605,69,2015-10-23T15:28:05Z,No,7,White and gold,optima
ID0606,35,2015-10-23T15:31:11Z,No,6,White and gold,Wingdings
ID0607,31,2015-10-23T15:33:08Z,No,0,White and gold,helvetica
ID0608,42,2015-10-23T15:33:52Z,No,42,White and gold,Comicraft fonts in general
ID0609,65,2015-10-23T15:34:20Z,No,34,Blue and black,times new roman
ID0610,46,2015-10-23T15:34:46Z,No,5,Blue and black,helvetica
ID0612,36,2015-10-23T15:40:38Z,No,13,White and gold,Gill Sans
ID0613,54,2015-10-23T15:47:18Z,Yes,5,White and gold,Not this on
ID0614,47,2015-10-23T15:52:01Z,No,5,White and gold,garamond
ID0615,30,2015-10-23T15:52:22Z,No,4,Blue and black,Zapf Chancery
ID0616,38,2015-10-23T15:52:26Z,No,5,Blue and black,Copperplate Bold
ID0617,46,2015-10-23T15:53:39Z,No,6,White and gold,helvetica
ID0618,47,2015-10-23T15:55:10Z,No,5,White and gold,Times New Roman
ID0619,46,2015-10-23T15:57:07Z,No,3,Blue and black,Captain Howdy
ID0620,33,2015-10-23T15:57:30Z,No,5,NA,Lobster
ID0621,42,2015-10-23T15:58:51Z,Yes,5,White and gold,calibri
ID0622,31,2015-10-23T15:58:58Z,No,3,Blue and black,Geramond
ID0623,42,2015-10-23T16:00:12Z,Yes,5,White and gold,calibri
ID0624,33,2015-10-23T16:00:45Z,No,5,NA,Arial
ID0625,37,2015-10-23T16:00:48Z,No,4,Blue and black,Chiller
ID0626,27,2015-10-23T16:06:05Z,No,0,White and gold,times new roman
ID0627,30,2015-10-23T16:06:06Z,Yes,1,White and gold,Garamond
ID0628,35,2015-10-23T16:07:54Z,No,2,Blue and black,arial
ID0629,36,2015-10-23T16:08:04Z,No,67,Blue and black,Helvetica Lt
ID0630,71,2015-10-23T16:08:22Z,No,7,Blue and black,NA
ID0631,28,2015-10-23T16:08:56Z,No,7,White and gold,NA
ID0632,32,2015-10-23T16:09:49Z,No,42,Blue and black,Helvetica
ID0633,38,2015-10-23T16:10:23Z,No,5,White and gold,comic sans
ID0634,53,2015-10-23T16:11:09Z,No,3,White and gold,Helvetica
ID0635,37,2015-10-23T16:11:41Z,Yes,3,Blue and black,anything with serif
ID0638,27,2015-10-23T16:13:42Z,No,3,White and gold,Georgia
ID0639,37,2015-10-23T16:13:48Z,No,12,Blue and black,comic sans
ID0640,49,2015-10-23T16:14:33Z,No,3,Blue and black,NA
ID0641,67,2015-10-23T16:14:38Z,No,13,NA,Baskerville
ID0642,38,2015-10-23T16:15:18Z,No,69,White and gold,Comic
ID0643,47,2015-10-23T16:15:24Z,Yes,All of them.,Blue and black,"Chicago,  baby.  Every time."
ID0644,39,2015-10-23T16:15:30Z,No,0,White and gold,dingbats
ID0645,49,2015-10-23T16:15:47Z,No,12,White and gold,Comic Sans
ID0646,34,2015-10-23T16:15:56Z,No,6,White and gold,NA
ID0647,37,2015-10-23T16:18:25Z,No,452,Blue and black,Tekton pro
ID0648,30,2015-10-23T16:19:12Z,No,2,Blue and black,NA
ID0649,33,2015-10-23T16:22:21Z,No,3,White and gold,Times New Roman
ID0650,35,2015-10-23T16:22:56Z,No,14,Blue and black,Bookman
ID0651,38,2015-10-23T16:26:20Z,No,3,Blue and black,chicago
ID0652,35,2015-10-23T16:27:03Z,No,0,Blue and black,Comic sans
ID0653,49,2015-10-23T16:27:28Z,No,4,White and gold,helvetica
ID0654,51,2015-10-23T16:27:38Z,No,4,White and gold,Gotham
ID0655,31,2015-10-23T16:28:12Z,No,6,Blue and black,Garamond
ID0656,53,2015-10-23T16:30:54Z,No,23,NA,German Black Text
ID0657,39,2015-10-23T16:36:27Z,Yes,5,NA,Helvitica
ID0658,30,2015-10-23T16:31:28Z,No,3,Blue and black,Garamond
ID0660,22,2015-10-23T16:36:50Z,No,6,Blue and black,Cambria
ID0661,53,2015-10-23T16:37:25Z,No,34,Blue and black,this one
ID0663,13,2015-10-23T16:38:59Z,Yes,42,Blue and black,Times New Roman
ID0664,43,2015-10-23T16:40:52Z,No,13,White and gold,Blackman Old Style
ID0665,17,2015-10-23T16:41:56Z,No,71,NA,Times New Roman
ID0666,30,2015-10-23T16:42:17Z,No,Half,NA,NA
ID0667,35,2015-10-23T16:42:32Z,No,7,Blue and black,helvetica
ID0668,45,2015-10-23T16:42:44Z,No,753,White and gold,Futura
ID0669,33,2015-10-23T16:42:45Z,No,12,Blue and black,Courier
ID0670,40,2015-10-23T16:44:21Z,No,1,Blue and black,Arial
ID0672,46,2015-10-23T16:46:39Z,Yes,5,White and gold,helvetimes
ID0673,42,2015-10-23T16:48:30Z,No,0,Blue and black,NA
ID0674,56,2015-10-23T16:52:07Z,No,3,Blue and black,Painter
ID0675,30,2015-10-23T16:52:14Z,Yes,42,White and gold,comic sans
ID0676,66,2015-10-23T16:54:10Z,No,23,Blue and black,times roman
ID0677,66,2015-10-23T16:54:48Z,No,23,Blue and black,times roman
ID0678,33,2015-10-23T16:54:59Z,No,0,Blue and black,"Anything where I, l, and 1 can all be easily distinguished without side by side comparison"
ID0679,8,2015-10-23T16:58:36Z,Yes,6,White and gold,NA
ID0680,39,2015-10-23T16:59:46Z,No,7,White and gold,Arial
ID0681,74,2015-10-23T17:00:10Z,No,0,White and gold,Times Roman
ID0682,74,2015-10-23T17:00:31Z,No,0,White and gold,Times Roman
ID0683,30,2015-10-23T17:01:22Z,No,3,Blue and black,Arial
ID0684,61,2015-10-23T17:03:32Z,No,7,White and gold,comic sans
ID0685,29,2015-10-23T17:06:58Z,No,4,Blue and black,Times New Roman
ID0686,37,2015-10-23T17:08:28Z,Yes,42,White and gold,Times new roman
ID0687,38,2015-10-23T17:08:49Z,Yes,16,NA,NA
ID0688,40,2015-10-23T17:10:32Z,No,6,White and gold,Courier
ID0689,30,2015-10-23T17:10:07Z,No,10,White and gold,Comic Sans
ID0690,47,2015-10-23T17:10:22Z,No,5,White and gold,Màgica de Montjuïc
ID0691,54,2015-10-23T17:13:09Z,No,12,Blue and black,Hiroshige
ID0692,35,2015-10-23T17:14:28Z,Yes,4,White and gold,Impact
ID0693,38,2015-10-23T17:14:28Z,No,7,Blue and black,Courier New
ID0694,52,2015-10-23T17:18:23Z,No,12,Blue and black,Futura condensed
ID0695,31,2015-10-23T17:18:34Z,No,4,Blue and black,Calibri
ID0696,32,2015-10-23T17:21:20Z,No,10,Blue and black,impact
ID0697,46,2015-10-23T17:22:20Z,No,5,Blue and black,Bookman
ID0698,22,2015-10-23T17:23:45Z,No,7,Blue and black,comic sans
ID0699,38,2015-10-23T17:23:53Z,No,5,Blue and black,NA
ID0700,37,2015-10-23T17:27:32Z,No,234,Blue and black,windings
ID0701,46,2015-10-23T17:29:07Z,No,3,White and gold,Lucida
ID0702,58,2015-10-23T17:30:11Z,No,2,White and gold,times new roman
ID0703,46,2015-10-23T17:32:00Z,No,9,Blue and black,Webdings
ID0704,50,2015-10-23T17:32:53Z,No,2,Blue and black,tango bt
ID0706,33,2015-10-23T17:36:26Z,No,0,Blue and black,geneva
ID0707,34,2015-10-23T17:36:51Z,No,3,White and gold,Raleway
ID0708,28,2015-10-23T17:40:18Z,No,0,White and gold,impact
ID0709,48,2015-10-23T17:41:03Z,No,5,Blue and black,NA
ID0710,49,2015-10-23T17:41:59Z,No,57,White and gold,Calibri
ID0711,47,2015-10-23T17:42:25Z,Yes,Seven,White and gold,Helvetica
ID0712,40,2015-10-23T17:43:10Z,No,6,Blue and black,helvetica
ID0713,50,2015-10-23T17:43:34Z,No,3,Blue and black,squiggles
ID0714,34,2015-10-23T17:45:32Z,No,4,White and gold,Helvetica
ID0715,65,2015-10-23T17:45:51Z,No,5,White and gold,Verdana
ID0716,33,2015-10-23T17:48:12Z,No,17,White and gold,Times New Roman
ID0717,36,2015-10-23T17:49:42Z,No,3,White and gold,NA
ID0718,40,2015-10-23T17:50:21Z,No,NA,White and gold,Ariel
ID0719,18,2015-10-23T17:52:21Z,No,8,Blue and black,NA
ID0720,43,2015-10-23T17:54:11Z,No,0,White and gold,"I have no favourite font: font geeks exist for other geeks to look down upon, except when we need advice on choosing a font"
ID0721,45,2015-10-23T17:57:12Z,No,NA,NA,NA
ID0722,30,2015-10-23T17:58:04Z,No,14,Blue and black,wingdings
ID0723,43,2015-10-23T17:58:07Z,No,NA,NA,Italic Palatino
ID0724,46,2015-10-23T18:03:53Z,No,2,White and gold,Palatino
ID0725,40,2015-10-23T18:02:01Z,No,0,Blue and black,Trebuchet
ID0726,28,2015-10-23T18:02:35Z,No,3,Blue and black,jupiter
ID0727,33,2015-10-23T18:02:42Z,No,4,Blue and black,Times New Roman
ID0728,25,2015-10-23T18:05:45Z,No,3,Blue and black,NA
ID0730,13,2015-10-23T18:07:47Z,Yes,204333,White and gold,times new roman
ID0731,61,2015-10-23T18:10:41Z,No,3,White and gold,Times New Roman
ID0732,36,2015-10-23T18:10:49Z,No,3,Blue and black,Georgia
ID0733,39,2015-10-23T18:13:41Z,Yes,5,Blue and black,garamond
ID0734,21,2015-10-23T18:14:15Z,No,42,White and gold,Courier new
ID0735,27,2015-10-23T18:15:00Z,No,2,Blue and black,Segoe UI
ID0736,49,2015-10-23T18:15:45Z,No,12,White and gold,NA
ID0737,34,2015-10-23T18:15:54Z,No,3,Blue and black,Times New Roman
ID0738,44,2015-10-23T18:18:10Z,No,0,White and gold,Helvetica
ID0739,51,2015-10-23T18:18:56Z,No,NA,Blue and black,geneva
ID0740,36,2015-10-23T18:19:44Z,No,NA,White and gold,NA
ID0741,33,2015-10-23T18:21:44Z,Yes,NA,NA,NA
ID0742,43,2015-10-23T18:21:54Z,No,2,White and gold,times new roman
ID0743,35,2015-10-23T18:22:22Z,No,2,NA,NA
ID0744,10,2015-10-23T18:23:34Z,Yes,20,Blue and black,purple
ID0745,54,2015-10-23T18:26:59Z,No,4,NA,NA
ID0746,57,2015-10-23T18:27:19Z,No,4,White and gold,comic sans
ID0747,52,2015-10-23T18:27:32Z,No,2,White and gold,Arial
ID0748,52,2015-10-23T18:27:32Z,No,2,White and gold,Arial
ID0749,65,2015-10-23T18:31:20Z,No,5,Blue and black,New Times Roman
ID0750,28,2015-10-23T18:39:20Z,No,0,Blue and black,computer modern
ID0751,36,2015-10-23T18:40:45Z,No,6,NA,Bookman OldStyle
ID0752,30,2015-10-23T18:41:02Z,No,6,NA,Garamond
ID0753,22,2015-10-23T18:42:21Z,No,0,White and gold,"helvetica (how original, i know)"
ID0754,32,2015-10-23T18:44:29Z,No,5,White and gold,century gothic
ID0755,51,2015-10-23T18:46:28Z,No,3,NA,comic sans
ID0756,67,2015-10-23T18:47:35Z,No,7,White and gold,NA
ID0757,50,2015-10-23T18:52:26Z,No,NA,Blue and black,NA
ID0758,52,2015-10-23T18:53:28Z,No,5,White and gold,Helvetica
ID0759,42,2015-10-23T18:54:18Z,No,8,White and gold,Helvetica
ID0760,44,2015-10-23T18:56:02Z,No,4,White and gold,comic sans
ID0761,45,2015-10-23T18:57:07Z,No,5,White and gold,Impact
ID0762,31,2015-10-23T18:58:30Z,No,37,Blue and black,Gil sans
ID0763,45,2015-10-23T19:02:52Z,No,4,White and gold,Colwell HPLHS
ID0764,44,2015-10-23T19:02:57Z,No,3.14,Blue and black,Comic Sans
ID0766,37,2015-10-23T19:04:25Z,No,5,NA,Times New Roman
ID0768,24,2015-10-23T19:04:59Z,No,42,White and gold,Garamond
ID0770,51,2015-10-23T19:07:46Z,No,11,White and gold,Palatino
ID0771,38,2015-10-23T19:08:21Z,No,0,Blue and black,arial
ID0772,40,2015-10-23T19:10:36Z,No,NA,NA,NA
ID0774,39,2015-10-23T19:14:26Z,No,3,Blue and black,century gothic
ID0775,25,2015-10-23T19:15:29Z,No,11,White and gold,Wingdings
ID0776,35,2015-10-23T19:15:32Z,No,12,White and gold,bellbottom
ID0777,38,2015-10-23T19:20:00Z,No,5,NA,NA
ID0778,40,2015-10-23T19:16:48Z,Yes,3,Blue and black,Helvetica
ID0780,26,2015-10-23T19:19:05Z,No,42,Blue and black,Times New Roman
ID0782,30,2015-10-23T19:21:24Z,No,10,Blue and black,NA
ID0783,26,2015-10-23T19:21:33Z,No,4,Blue and black,NA
ID0784,45,2015-10-23T19:21:46Z,Yes,3,White and gold,Anything by House
ID0785,34,2015-10-23T19:22:05Z,No,15,Blue and black,Bookman
ID0786,43,2015-10-23T19:23:29Z,No,NA,Blue and black,NA
ID0787,62,2015-10-23T19:24:44Z,No,4,Blue and black,Lucia
ID0788,45,2015-10-23T19:24:57Z,No,0,Blue and black,Sabon
ID0790,41,2015-10-23T19:28:31Z,Yes,3,White and gold,copperopolis
ID0791,49,2015-10-23T19:30:55Z,No,4,Blue and black,Calibri
